,year,kind,rating,vote,runtime,first_country,num_language,first_genre,second_genre,first_actor,second_actor,first_director,first_composer,first_writer
5095,1994,7,8,128.0,103.0,62,1,6,15,2545,4614,3598,2652,5036
5096,1987,1,6,544.0,109.0,27,2,0,6,833,294,3771,2652,4442
5097,1952,4,8,602.0,115.0,62,1,6,1,2791,5689,4121,2652,3896
5098,1987,1,6,50712.0,165.0,62,1,4,8,4625,5183,2318,1644,849
5099,2004,3,7,1639.0,122.0,33,1,7,0,1669,3942,3002,2652,3616
5100,1985,1,7,2807.0,97.0,62,1,2,2,2033,3923,4017,264,4539
5101,1979,1,7,34232.0,85.0,65,3,7,14,2686,2241,4006,760,4882
5102,2005,1,4,2460.0,629.0,30,1,7,20,293,126,969,2277,1112
5104,2005,1,7,976.0,90.0,62,1,6,1,3003,4873,778,1815,914
5105,1998,1,7,7696.0,83.0,30,2,7,20,65,4063,948,15,1088
5106,1983,1,4,869.0,80.0,61,1,4,8,3571,3857,2623,607,3713
5107,1962,1,7,505.0,111.0,30,1,15,5,2683,3459,2099,2204,4518
5108,1972,1,7,28719.0,118.0,27,3,0,8,666,4177,4002,1340,4876
5109,1993,2,8,103.0,100.0,62,1,6,0,403,3913,4121,2652,5036
5111,1998,1,4,7472.0,63.0,62,1,4,23,4168,1087,1968,2130,1038
5112,2004,7,5,160.0,81.0,62,1,6,0,649,2845,1023,2652,5036
5113,2002,1,7,63.0,119.0,62,1,6,4,500,1720,1164,752,3017
5114,2002,3,6,1021.0,89.0,24,3,3,8,4565,3285,3661,1148,2042
5115,2005,7,9,34.0,105.0,62,1,6,0,2892,0,3763,2652,5036
5116,1974,1,6,1294.0,114.0,62,1,0,25,2214,1794,1357,2104,1333
5117,1997,7,7,97.0,106.0,61,1,6,15,852,4103,232,2652,5036
5118,1991,1,7,19718.0,124.0,27,1,0,2,1953,5,1603,396,1940
5119,2003,1,7,8924.0,91.0,0,5,7,26,2998,3100,3570,1789,4354
5120,2001,1,7,3285.0,129.0,23,4,7,15,1785,5146,1567,2652,4120
5121,1981,1,5,238.0,120.0,27,1,0,0,821,1493,4073,2652,1528
5122,2003,7,4,1413.0,85.0,62,1,13,21,4345,61,644,2098,2687
5123,1965,1,7,8699.0,25.0,61,1,7,17,2763,812,2906,1925,2351
5124,1966,1,8,10432.0,45.0,37,1,0,8,4497,3940,2215,1653,4332
5125,2001,1,7,3071.0,87.0,62,1,15,5,972,4728,725,2424,857
5126,2003,3,7,629.0,95.0,62,2,16,0,1599,74,618,208,186
5127,1997,3,6,1329.0,162.0,62,1,7,0,3515,1347,582,1345,935
5128,2004,1,7,24793.0,101.0,61,1,5,8,1896,4593,2735,136,3328
5129,2003,3,7,1333.0,92.0,61,1,7,0,909,2878,913,36,4646
5130,1994,4,7,8987.0,240.0,10,1,2,2,2826,1175,4121,2652,2229
5131,1959,4,9,75784.0,103.0,62,0,7,10,3993,4690,4121,2652,4066
5132,2004,3,8,28.0,150.0,62,1,6,0,2544,331,2976,2652,5036
5133,2001,1,4,427.0,90.0,62,1,5,8,4107,2361,1597,1870,775
5134,1997,1,7,13977.0,30.0,61,1,3,8,2454,586,1928,2341,2143
5135,1998,7,7,141.0,120.0,62,1,6,15,36,5647,1842,2652,5036
5136,2001,2,7,46.0,126.0,62,1,6,0,4266,1315,4121,2652,5036
5137,2005,7,7,48.0,162.0,62,1,4,0,1175,3797,2329,2120,986
5138,1996,7,6,29215.0,55.0,62,2,0,5,1558,958,3439,1122,528
5140,2000,1,4,381.0,89.0,30,1,0,6,4138,3508,3470,2203,4223
5141,1976,1,7,2044.0,114.0,30,2,7,20,223,5021,4075,1428,3556
5142,2000,7,8,57.0,24.0,4,1,14,0,1880,4749,1461,2652,5036
5143,1980,1,7,54200.0,58.5,52,3,1,5,3011,4917,1665,1301,2023
5144,2002,0,7,463.0,93.0,61,1,5,8,2366,3360,3349,2137,1298
5145,2001,4,8,19.0,78.0,62,1,17,23,164,4670,4121,2652,5036
5146,1959,4,9,75784.0,110.0,62,0,7,10,3993,4690,4121,2652,4066
5147,1999,1,6,891.0,139.0,37,1,4,0,3088,4535,3552,2242,4333
5148,1992,3,7,1686.0,45.0,10,1,7,0,1809,2740,1936,1826,1108
5149,1993,1,6,1085.0,104.0,23,1,4,20,2484,2181,2567,1137,3154
5151,2001,1,7,5064.0,107.0,37,1,2,22,4926,0,3769,2652,3457
5152,2005,1,7,3446.0,94.0,62,2,6,9,1791,1607,2461,1336,216
5153,1980,1,6,1102.0,84.0,61,1,7,15,1084,482,1592,1750,3844
5154,1958,1,7,11419.0,30.0,47,1,7,20,4916,1687,201,759,2160
5155,1966,1,7,59096.0,116.0,61,1,7,17,4736,4939,2718,982,3304
5156,1991,3,7,1360.0,99.0,62,1,3,8,2906,4819,447,858,4104
5157,2000,1,7,13452.0,100.0,53,1,7,25,2494,5728,2218,2217,2703
5158,1998,1,4,887.0,90.0,35,1,4,8,2795,2074,1339,2011,4824
5159,2005,3,7,2329.0,92.0,62,1,7,15,4083,3529,1291,1679,4142
5160,2004,7,5,206.0,83.0,62,1,6,0,1027,1196,3216,31,5036
5161,2000,0,5,528.0,95.0,62,1,1,5,3575,712,3314,1040,3886
5162,1997,1,6,512.0,112.0,55,4,4,8,2862,267,4086,1349,4987
5163,1973,1,5,3079.0,84.0,46,1,5,8,3545,3537,1063,951,1685
5164,2003,7,5,142.0,110.0,62,1,2,2,2493,4893,1348,1364,4668
5165,1995,1,7,3034.0,165.0,39,1,7,20,1449,3689,2009,1553,4797
5166,1998,1,7,103467.0,40.0,62,2,7,17,1117,1920,3258,1631,730
5167,1959,4,9,75784.0,94.0,62,0,7,10,3993,4690,4121,2652,4066
5168,1993,4,7,6636.0,78.0,62,1,2,5,1648,770,4121,2652,3327
5169,1990,1,7,1036.0,130.0,10,1,7,0,189,542,741,1603,1614
5170,1979,1,7,18156.0,111.0,61,1,7,15,3687,3295,1180,2652,957
5171,1968,1,5,1602.0,92.0,62,1,1,8,3132,1392,335,776,829
5173,2002,1,7,1087.0,119.0,62,1,6,4,1,1233,3060,7,1688
5174,1974,1,7,4946.0,91.0,62,1,6,9,1554,599,1591,977,1930
5175,2001,1,7,77237.0,125.0,27,2,0,5,4350,3504,3621,2622,4424
5176,1972,1,4,662.0,152.0,62,1,4,0,4512,4345,345,2652,5036
5177,1998,7,6,71.0,81.0,62,1,6,5,540,2990,4121,2652,5036
5178,1997,4,7,827.0,98.0,61,1,5,8,1127,1457,4121,2652,2940
5179,1984,1,8,14496.0,105.0,62,1,6,15,485,179,1993,543,2415
5180,1988,3,3,756.0,81.0,4,1,0,8,4619,4145,2493,589,3262
5181,1987,7,8,143.0,180.0,62,1,6,15,4402,3943,2537,2652,5036
5182,2000,3,6,2064.0,60.0,62,1,3,5,1546,4624,1373,1985,2256
5183,2005,7,4,581.0,128.0,62,1,2,5,1061,560,2479,1331,3051
5184,2002,1,4,108.0,90.0,62,1,7,0,1304,2252,439,2576,195
5185,1972,1,7,3114.0,117.0,27,1,0,8,2820,4434,557,2633,4967
5186,2001,1,6,1905.0,89.0,59,1,0,2,2908,4943,593,2089,4525
5187,1998,1,5,1736.0,90.0,37,1,5,8,3294,3499,280,994,2522
5188,1999,7,3,244.0,63.0,62,1,19,27,228,3113,772,2575,2913
5189,1995,1,8,123.0,128.0,62,1,6,15,2313,0,1717,2652,5036
5190,2001,4,5,50.0,93.0,12,1,26,0,1113,2577,4121,2652,5036
5191,1971,1,7,115647.0,91.0,62,2,0,6,1612,1725,4031,644,1368
5192,1998,7,2,616.0,22.0,62,1,0,10,960,5368,2292,1393,4207
5193,2004,7,6,1651.0,112.0,62,1,2,1,887,3854,897,1815,1754
5194,2002,7,6,113.0,79.0,4,1,8,15,1726,374,1259,2652,3394
5195,1963,1,7,6251.0,161.0,61,1,7,23,3865,4473,2347,2149,1048
5196,1995,4,6,28719.0,96.0,62,1,0,2,2656,3864,4121,2652,757
5197,1999,1,8,6878.0,30.0,62,1,6,5,860,5097,2148,2652,744
5198,2005,7,5,230.0,60.0,10,1,2,5,4412,5171,2272,1024,2117
5199,1987,1,7,9808.0,101.0,27,1,0,5,1953,3467,1603,2297,1940
5200,2004,0,9,74.0,102.0,62,1,7,0,2434,3414,866,2652,5036
5201,1987,1,7,3357.0,103.0,37,1,2,2,1820,3695,4089,1753,4579
5202,1974,2,8,321.0,100.0,61,1,16,0,1878,1954,4121,2652,1174
5203,2002,1,7,186011.0,100.0,62,2,4,8,3445,5366,3599,367,4537
5204,2004,1,5,3620.0,182.0,10,1,4,20,890,2601,2487,1897,1338
5205,1979,3,6,1141.0,85.0,62,1,2,5,3193,1511,3165,1009,1206
5206,1999,3,6,114.0,113.0,62,1,2,0,4926,0,4121,2652,5036
5208,1988,1,7,9987.0,30.0,61,1,4,6,3198,517,3804,977,1514
5209,1992,2,8,3508.0,110.0,61,1,5,8,1800,1077,4121,2652,193
5210,1955,4,8,15932.0,178.0,62,1,4,6,184,2067,4121,2652,1923
5211,1997,1,6,2833.0,74.0,30,1,4,8,1712,2952,850,124,4149
5212,1995,3,7,366.0,120.0,37,1,2,1,19,1537,2902,2630,4335
5213,2001,0,8,263.0,106.0,62,1,6,18,1300,988,298,1937,3798
5214,2000,1,6,433.0,118.0,27,3,4,20,4660,3296,1353,35,1784
5215,1999,1,6,381.0,105.0,23,1,4,8,3508,437,3522,2158,4293
5216,1990,1,5,419.0,85.0,27,1,0,0,4126,3467,694,1579,1305
5217,2003,7,2,1139.0,92.0,62,1,13,25,1432,3060,403,1761,608
5218,2005,4,6,44033.0,93.0,62,1,7,10,2157,1265,4121,2652,2317
5220,2001,1,5,3059.0,99.0,61,3,0,8,2171,1741,1916,1945,4059
5221,1953,1,6,275.0,108.0,37,1,7,0,3290,3064,2747,1027,1479
5222,1999,1,3,357.0,104.0,10,1,0,21,4811,4271,2359,1955,3592
5223,1983,1,6,6703.0,111.0,55,1,4,8,993,5662,2989,2652,3658
5224,1981,1,7,2515.0,96.0,23,4,7,15,3952,4144,701,768,819
5225,1994,1,6,6040.0,99.0,61,4,3,8,4251,5160,1533,650,1839
5226,2004,7,8,218.0,67.0,62,1,6,0,2130,5713,25,2625,5036
5227,2002,3,6,1063.0,82.5,23,1,7,20,4865,4429,654,81,1121
5228,2001,1,5,1845.0,98.0,62,1,4,20,2480,4126,2067,1781,2508
5229,1983,1,7,1873.0,96.0,27,1,0,8,3483,1141,3591,2297,4377
5230,1996,7,3,20.0,101.0,37,1,18,22,2592,0,3561,2652,5036
5231,1999,0,7,19.0,107.0,61,1,2,1,2076,2712,3283,716,342
5232,2000,0,7,749.0,115.0,61,1,5,8,2350,1171,2766,1193,1194
5233,1990,7,4,1141.0,156.0,62,1,4,21,4603,3045,1019,312,580
5234,1970,1,7,4770.0,100.0,23,1,7,10,756,2433,1609,1742,687
5235,1955,1,7,5186.0,94.0,23,3,3,8,3067,4400,2594,857,1954
5236,2004,0,8,64.0,52.0,62,1,7,0,3813,491,614,2652,4480
5237,1989,1,6,22883.0,375.0,62,1,4,8,2128,3932,3664,530,4469
5238,1997,1,6,14266.0,90.0,18,2,5,8,2162,2851,372,954,3697
5239,2002,1,7,310.0,154.0,62,1,6,0,755,2938,3497,658,4661
5240,2002,1,6,21834.0,71.0,62,1,0,14,3113,725,915,900,2922
5243,1975,1,7,13002.0,93.0,62,1,6,5,10,1512,1098,2652,5036
5244,2005,0,8,622.0,402.0,67,0,2,5,4620,4739,3968,1840,4431
5245,1994,1,4,22.0,95.0,27,2,0,2,4301,1723,1509,1527,4976
5246,1958,1,7,10970.0,109.0,62,2,0,8,919,760,3348,788,2316
5247,2002,1,5,5545.0,136.0,24,4,4,20,3721,2374,2604,575,2764
5248,1980,1,5,1990.0,104.0,23,1,4,0,3264,5516,4126,712,2069
5249,1988,3,6,1032.0,44.0,62,1,4,0,871,5305,2971,22,239
5250,2003,7,8,1245.0,90.0,62,1,6,15,3023,3227,3599,2209,3067
5251,1993,3,4,129.0,109.0,37,2,2,1,4519,159,1494,2652,5036
5252,1998,1,5,267.0,190.0,62,1,7,20,2239,9,1819,1851,4618
5253,2005,1,6,200.0,79.0,62,1,0,23,2304,2696,2194,2652,861
5254,2003,3,5,687.0,108.0,62,1,0,25,4676,1918,3428,1911,28
5255,2004,1,7,443.0,4.0,62,1,6,0,3647,1886,813,2652,5036
5256,1998,1,7,321.0,135.0,62,1,6,26,4861,476,300,2463,385
5257,1959,4,9,75784.0,96.0,62,0,7,10,3993,4690,4121,2652,4066
5258,2004,7,4,133.0,92.0,62,1,4,6,4305,2356,1008,743,1261
5259,2000,1,5,13603.0,155.0,37,1,2,1,3838,5556,2244,2270,2998
5260,1970,3,7,441.0,44.0,62,1,7,0,706,5682,1290,2652,4247
5261,1975,1,6,4694.0,97.0,37,1,0,2,2576,5451,1565,43,5009
5262,2000,3,6,643.0,102.0,62,1,3,8,79,2923,3182,2327,401
5263,2003,3,6,352.0,83.0,62,1,6,0,2357,1551,4121,2081,3797
5264,2005,7,7,261.0,102.0,62,2,6,15,2419,642,245,2652,5036
5265,2000,1,6,1673.0,96.0,34,1,7,26,2847,5438,159,1095,214
5266,1998,1,5,2694.0,92.0,62,1,4,8,2404,3250,48,2518,66
5267,1965,3,8,34067.0,118.0,62,1,2,5,296,955,365,2547,683
5268,1979,1,6,1362.0,88.0,30,1,0,5,223,4538,3143,2024,1668
5269,2004,7,4,74.0,95.0,62,1,0,0,219,368,2564,2652,5036
5270,1990,1,5,664.0,90.0,46,1,0,23,1272,4630,208,1854,655
5271,1970,0,8,735.0,129.0,61,1,1,8,2392,821,965,2652,4003
5272,1968,3,2,852.0,112.0,62,1,0,2,4794,435,837,2652,4455
5273,2004,7,6,11.0,87.0,10,1,6,15,696,4496,3250,2652,5036
5274,2003,1,5,2399.0,108.0,7,1,4,8,353,5622,532,388,2476
5275,1998,1,6,1114.0,102.0,30,1,7,20,576,5001,3956,179,2549
5276,1987,4,7,229.0,108.0,61,1,4,24,439,1600,4121,2652,397
5277,1983,1,5,203.0,100.0,62,1,0,5,1756,3589,1421,1990,1678
5278,1959,4,9,75784.0,84.0,62,0,7,10,3993,4690,4121,2652,4066
5279,1986,4,8,9588.0,93.0,37,1,2,1,1822,5510,4121,2652,3143
5280,1983,1,6,1693.0,91.0,61,1,7,20,885,1992,1642,2100,4163
5281,1968,1,8,6622.0,126.0,30,1,4,16,4421,4869,2086,2021,3811
5282,2003,7,8,298.0,85.0,62,1,14,0,3644,2399,2838,2652,5036
5283,1959,4,9,75784.0,143.0,62,0,7,10,3993,4690,4121,2652,4066
5284,1990,7,7,363.0,228.0,62,1,6,15,2224,4514,2954,2652,4419
5285,1991,7,6,158.0,10.0,37,1,2,1,4891,3170,4080,1408,4973
5286,1997,1,6,6577.0,74.0,35,3,7,20,161,19,1177,70,1417
5287,1999,3,6,4000.0,26.0,62,1,7,10,2681,713,1015,800,2032
5288,2002,1,6,178.0,94.0,62,1,6,22,1796,4746,838,66,3389
5289,2001,1,6,267.0,144.0,10,1,2,2,2699,1155,3166,1517,3408
5290,1992,3,6,458.0,96.0,62,1,7,0,2200,1308,1347,317,4889
5291,1997,3,4,2462.0,81.0,62,1,13,25,894,3714,2722,1629,834
5292,1999,4,7,241.0,90.0,67,0,2,2,4518,5257,4121,2652,5026
5294,1967,1,8,192.0,138.0,62,1,6,5,1759,0,2942,2652,1696
5295,1960,1,8,7830.0,93.0,30,1,7,20,3733,3459,2093,1821,2536
5296,2002,1,4,700.0,92.0,62,1,7,25,904,5507,3262,2364,1650
5297,1993,1,4,1980.0,90.0,62,2,0,2,595,3599,3622,864,4850
5298,1998,3,7,437.0,60.0,35,1,7,0,2043,140,3324,360,762
5299,2002,7,3,49.0,96.0,62,1,7,0,931,2642,1239,2652,3184
5300,1973,3,5,937.0,96.0,62,1,19,0,165,3578,1926,958,1535
5301,1997,1,7,164.0,86.0,62,1,6,22,3572,0,844,2207,4079
5302,2001,1,7,8953.0,124.0,37,1,4,10,2627,3034,3750,1464,82
5303,1986,1,6,187.0,115.0,27,1,0,5,833,2634,2871,2262,2978
5304,2000,1,7,3235.0,98.0,6,3,4,8,2441,1684,986,2055,1136
5305,2005,1,7,3209.0,40.0,62,1,6,15,2740,5448,877,123,5036
5306,1970,1,6,5712.0,82.0,65,1,4,8,1805,4304,4006,760,4882
5307,2003,3,7,49.0,220.0,61,1,2,2,610,4576,3476,1934,4232
5308,2003,7,8,329.0,95.0,62,1,0,23,3836,85,4121,2652,5036
5309,1982,1,7,333.0,92.0,30,1,18,16,3910,5392,2102,2021,5036
5310,2005,3,7,67.0,56.0,62,1,6,13,3185,270,424,430,3954
5311,1961,4,8,11.0,76.0,61,0,6,0,2299,354,4121,2652,1336
5312,1956,1,7,5024.0,90.0,62,3,0,8,1948,1500,3276,776,3511
5313,2000,3,5,68.0,83.0,23,1,7,0,4004,2109,2844,2555,3004
5314,2003,1,6,5396.0,110.0,61,3,0,5,1754,2074,416,2186,518
5315,1975,1,6,409.0,104.0,23,1,4,6,3280,4994,701,768,819
5316,2001,1,5,554.0,125.0,10,1,23,0,1801,1004,1036,554,1471
5317,2000,1,6,6085.0,70.0,55,3,4,8,1498,2779,552,1203,4728
5318,2001,4,7,52.0,91.0,61,1,6,13,4195,0,4121,2652,4239
5319,1994,1,5,2321.0,128.0,61,1,23,0,2546,2733,1805,1997,350
5320,1996,0,5,18.0,92.0,62,1,7,20,276,3207,3128,855,5031
5321,2005,7,4,4324.0,125.0,62,1,0,6,4399,2,992,2327,943
5322,2000,1,5,2028.0,92.0,30,1,7,20,3729,4868,2242,2024,1809
5324,2001,1,8,692915.0,60.0,37,2,2,2,4059,4013,1454,1211,1730
5325,1998,1,6,2554.0,95.0,56,1,7,20,4011,2100,719,1886,1681
5326,1989,1,6,2687.0,131.0,23,1,4,8,2440,2021,341,2652,436
5327,1993,1,7,3172.0,32.0,30,1,0,2,4138,3461,3714,1493,4512
5328,2004,2,7,450.0,100.0,61,1,5,8,3064,2388,4121,2652,3549
5329,1993,4,6,10920.0,100.0,62,1,7,9,2059,2616,4121,2652,440
5330,1994,3,7,503.0,100.0,62,1,2,4,2570,3714,3966,2349,2628
5331,1999,3,6,228.0,100.0,62,1,8,0,2570,4199,471,1731,4736
5332,1991,3,5,172.0,114.0,62,1,13,21,2852,59,1980,1307,3997
5333,1998,1,3,12524.0,125.0,62,1,0,2,1867,3382,3512,1241,4280
5334,1931,1,7,3399.0,60.0,23,1,15,5,311,4549,3174,187,1577
5335,2004,4,6,39.0,96.0,37,1,2,5,856,3413,4121,2652,5036
5336,2005,7,7,51.0,128.0,62,1,2,9,4150,1317,4121,2652,5036
5337,1980,2,6,2199.0,94.0,62,1,7,17,3992,1835,4121,2652,3842
5338,1997,1,6,12945.0,129.0,30,2,4,8,4214,2843,290,1117,4221
5339,2000,1,4,216.0,90.0,27,1,0,5,1362,3405,3982,1402,2979
5340,2001,7,5,2389.0,137.0,62,2,2,2,2329,393,571,1731,2343
5341,1998,1,6,3868.0,108.0,55,3,4,8,3640,388,1174,174,3804
5342,2003,2,7,12797.0,57.0,24,2,1,8,154,2868,4121,2652,2320
5343,2002,1,7,181.0,128.0,62,1,6,0,3780,4374,3674,2652,574
5344,1999,1,7,58.0,90.0,62,1,6,0,3935,2818,1067,2471,1229
5345,2000,7,7,19.0,88.0,62,1,15,0,20,0,1792,2652,5036
5346,1973,1,7,1670.0,97.0,62,1,6,4,379,152,1831,2652,5036
5347,1971,1,5,1705.0,25.0,65,1,13,0,4309,1793,1780,1580,2172
5348,2002,7,6,69.0,96.0,62,1,14,0,3592,5528,3405,2652,623
5349,2003,7,6,26.0,83.0,62,1,20,2,2127,1985,1258,2095,5036
5350,2000,1,7,1914.0,100.0,23,3,3,8,1444,170,3156,1134,3569
5351,2004,1,4,4862.0,106.0,10,1,13,21,967,5140,2577,527,3170
5352,1998,7,5,2806.0,137.0,62,1,2,5,2127,4649,395,961,3889
5353,2000,7,3,1968.0,124.0,62,1,0,2,2091,4507,1892,1598,485
5354,2002,1,6,207228.0,148.0,24,3,0,14,4817,3153,1395,1597,3125
5355,1996,7,6,12.0,126.0,62,1,6,15,570,2855,4121,2652,5036
5356,2002,1,7,1077.0,90.0,53,1,7,20,4854,5517,1423,1372,1686
5357,2002,1,4,181.0,100.0,62,1,7,25,1146,1263,3727,2652,44
5358,1995,1,6,5710.0,122.0,23,3,7,20,1482,926,2718,287,4732
5359,1999,7,7,7014.0,92.0,62,1,2,5,4173,3675,1813,1538,3932
5360,2002,1,6,116.0,91.0,62,1,6,15,1170,793,3604,258,2297
5361,1999,1,6,903.0,60.0,23,1,7,13,3210,5421,942,2644,1296
5362,1998,1,7,993.0,56.0,62,1,6,5,3688,5410,343,2652,260
5363,1984,1,6,25186.0,229.0,62,1,1,5,3680,2699,3980,1689,1220
5364,1964,1,7,1266.0,68.0,61,2,7,20,3661,4637,968,1227,6
5365,1997,7,8,7.0,108.0,61,1,9,14,4926,0,4121,2652,3796
5366,1974,1,6,6444.0,94.0,37,1,0,2,3081,3021,2077,1653,2517
5367,1987,4,6,147.0,88.0,62,0,2,5,713,3272,4121,2652,5011
5368,1968,1,6,43147.0,102.5,61,4,1,9,1227,4876,2160,2095,1843
5369,2002,1,3,16416.0,117.0,61,3,4,20,663,3462,1411,1739,1664
5370,2000,1,7,730.0,80.0,62,1,6,15,4686,2749,3855,2652,5036
5371,1998,1,6,1494.0,93.0,23,1,7,17,1917,5582,332,2652,1952
5372,1979,1,7,4086.0,106.0,4,1,3,8,2458,4891,1332,1818,1283
5373,2002,1,7,10342.0,120.0,61,3,7,0,197,2425,2735,136,3328
5374,2004,1,6,1689.0,97.0,62,1,6,5,2268,3716,1118,2446,5036
5375,2003,4,3,1029.0,155.0,62,1,17,20,2202,4128,4121,2652,1167
5376,1991,4,8,5403.0,48.0,62,1,1,5,3518,2908,4121,2652,2437
5377,1994,1,6,738.0,94.0,4,1,7,20,4111,1992,2623,1957,3217
5378,2004,1,6,17184.0,185.0,37,2,2,1,321,3695,2123,2354,4184
5379,2001,1,6,38853.0,83.0,23,2,0,8,2104,4847,1416,1366,2920
5380,2000,1,6,6704.0,113.0,62,1,7,20,4858,1957,2731,1758,3323
5381,2002,3,7,364.0,68.0,62,1,6,0,2741,3383,2435,2016,5036
5383,2001,1,7,72.0,98.0,61,0,20,8,2682,1731,2744,1274,5036
5384,2004,7,5,289.0,84.0,62,1,2,1,2353,3854,755,1267,2489
5385,2002,1,6,604.0,84.0,62,1,6,0,3469,810,1918,1432,5036
5386,2004,1,5,9258.0,86.0,61,3,0,2,2110,5078,3089,924,3312
5387,1972,2,8,308.0,90.0,61,1,7,0,1878,1954,4121,2652,1174
5388,1995,1,3,1127.0,96.0,62,1,13,21,1927,1469,1446,2529,950
5389,2003,7,5,313.0,93.0,62,2,6,15,503,4367,2263,2652,5036
5390,1992,7,8,613.0,92.0,62,1,6,15,411,5096,2941,2361,5036
5391,1961,1,6,1853.0,90.0,35,2,1,10,3811,1006,2466,188,4215
5392,1999,7,2,332.0,30.0,62,1,6,14,2884,2314,1858,832,1969
5393,1989,1,6,428.0,23.0,27,4,0,8,141,294,1818,2161,2220
5394,1988,4,6,70.0,114.0,62,1,2,0,537,2564,4121,2652,1548
5395,1982,1,8,33332.0,100.0,65,5,1,8,2686,2814,4006,2012,4882
5396,1974,1,5,1256.0,99.0,23,1,13,0,2445,2717,1697,2009,2072
5397,1990,1,6,3442.0,92.0,62,1,5,8,2081,4732,1635,1663,2208
5398,1971,4,8,2895.0,178.0,61,1,7,0,1705,1286,4121,2652,184
5399,2001,1,7,452.0,99.0,62,1,6,22,2657,1084,1289,2207,3389
5400,1992,1,6,2297.0,131.0,27,2,0,6,828,5078,694,1544,2220
5401,1999,1,5,405.0,105.0,53,4,0,25,3323,2892,510,655,2432
5402,1936,1,7,2317.0,120.0,62,1,0,2,697,2437,1224,450,164
5403,1974,1,7,10574.0,136.0,61,2,7,25,2394,3768,3406,141,1470
5404,2002,0,7,569.0,88.0,62,1,2,1,3689,3895,776,1717,3870
5405,2005,7,5,45.0,99.0,62,1,6,0,3568,0,890,1287,3219
5406,2000,1,6,185.0,29.0,62,1,6,0,546,4209,3681,2210,5036
5407,1978,1,7,116228.0,170.0,62,2,4,0,4618,5164,1923,705,1714
5408,1980,7,8,125.0,128.0,62,1,6,15,2410,1432,2005,785,5036
5409,1999,7,7,35.0,60.0,62,1,6,0,2555,4708,2118,1297,2590
5411,2003,1,5,4677.0,94.0,61,1,4,8,564,2462,2268,278,492
5412,1999,3,7,497.0,108.0,62,1,6,0,4186,3858,623,2652,5036
5413,1993,1,7,9823.0,110.0,27,2,0,5,2204,3935,4056,2327,967
5414,1975,1,7,35639.0,109.0,4,2,7,17,3753,5603,3066,2652,2227
5415,2005,7,6,782.0,96.0,62,1,4,0,2237,3912,343,2652,5036
5416,2000,1,5,896.0,130.0,10,1,7,21,1595,2176,206,818,3702
5417,2005,0,7,622.0,95.0,62,0,6,15,4125,3173,401,2652,5036
5418,2004,4,3,31.0,84.0,61,1,17,0,3606,1724,4121,2652,5036
5419,2000,1,6,3833.0,73.0,37,1,0,14,3341,5063,2552,1748,1792
5420,1976,1,4,416.0,141.0,4,1,4,0,2326,5525,3198,2652,4129
5421,1995,2,6,516.0,101.0,62,1,25,0,4279,3884,4121,2652,804
5422,1998,2,7,1793.0,104.0,61,1,7,20,3513,3223,4121,2652,330
5424,1995,1,5,762.0,63.0,37,1,13,0,2671,3954,3548,1773,4329
5425,2003,1,7,6515.0,95.0,62,1,6,4,3829,2759,1991,1668,2414
5426,1987,1,7,110716.0,108.0,61,1,13,25,261,1045,709,433,834
5427,2002,1,5,53866.0,30.0,62,1,7,10,64,5206,2697,1325,293
5429,1997,1,7,34308.0,105.0,10,1,7,0,1882,773,281,1805,4153
5430,2004,3,7,20.0,96.0,61,4,6,26,1934,522,1146,2652,5036
5431,2002,1,5,2927.0,116.0,62,2,5,8,3331,3564,830,1396,2348
5432,2004,1,2,6199.0,104.0,24,1,13,21,747,1650,818,1706,1892
5433,1982,1,7,39237.0,96.0,62,1,2,2,1207,1563,989,1175,30
5434,1995,1,4,32975.0,114.0,62,1,13,25,1279,4322,1835,55,1085
5435,2003,1,6,13721.0,75.0,61,1,5,8,1474,5366,887,543,174
5436,2001,1,6,4533.0,141.0,33,1,5,8,1363,1032,2229,826,1325
5437,1996,4,7,453.0,101.0,67,0,2,5,4638,5059,4121,2652,3315
5438,2005,7,4,9604.0,105.0,62,1,13,17,2538,2229,3236,971,834
5439,2001,4,6,26260.0,106.5,62,1,4,9,1023,5398,4121,2652,1153
5441,1994,0,8,95.0,115.0,62,1,6,4,1137,2013,3812,310,4651
5442,1992,1,5,191.0,91.0,62,1,6,22,1623,0,322,2652,4369
5443,1987,3,7,219.0,150.0,62,1,6,4,2811,1585,92,2652,121
5444,1960,1,7,15425.0,100.0,23,3,5,8,134,3573,3175,1861,3575
5445,1977,1,6,215.0,119.0,30,1,7,0,4211,1930,313,2024,2986
5447,2003,4,8,2654.0,90.0,37,1,2,2,104,4844,4121,2652,4184
5448,1998,2,6,103.0,92.0,37,1,2,1,45,4946,4121,2652,88
5449,2005,3,4,390.0,25.0,55,1,0,25,258,3913,492,2239,3474
5450,2003,3,5,16.0,30.0,62,1,6,0,4666,0,4121,285,5036
5451,1974,3,6,990.0,94.0,62,1,7,0,2831,2599,1011,793,876
5452,2001,1,7,14670.0,60.0,43,1,4,8,3643,5248,3070,1483,1865
5453,1997,1,7,4427.0,190.0,24,1,7,20,4715,3576,3877,2060,296
5454,1952,1,8,73593.0,55.0,37,1,7,0,4468,54,68,804,91
5455,1997,1,7,27212.0,94.0,32,1,7,0,1845,69,33,2652,47
