,year,kind,rating,vote,runtime,first_country,num_language,first_genre,second_genre,first_actor,second_actor,first_director,first_composer,first_writer
1181,2001,7,7,13.0,108.0,62,1,4,0,2090,4929,3455,2652,2046
1182,1977,4,7,216.0,103.0,61,1,7,20,3160,1001,4121,2652,1681
1183,2002,2,7,2710.0,90.0,61,3,1,4,2628,2678,4121,2652,691
1184,1994,2,8,7705.0,95.0,61,1,5,8,2168,4795,4121,2652,4558
1185,2000,4,7,2168.0,100.0,37,1,2,5,4906,5729,4121,2652,4349
1186,2001,3,8,623.0,99.0,10,0,8,15,1320,5273,2835,2064,5036
1187,2004,1,7,19738.0,30.0,61,1,3,5,3604,499,2646,902,3237
1188,2005,1,8,975.0,64.0,62,1,21,0,3599,5443,2194,2652,4724
1189,1999,3,5,411.0,87.0,62,1,7,25,3899,2280,2974,503,1341
1190,1962,1,8,1624.0,89.0,30,2,7,16,3141,2007,39,970,56
1191,1982,1,7,3239.0,91.0,30,1,0,5,223,2106,3137,2021,4240
1192,1974,1,7,4884.0,93.0,37,1,0,6,44,5751,3546,2502,2751
1193,1999,7,4,6076.0,180.0,62,2,13,25,9,5471,3923,30,834
1194,1988,7,3,2699.0,127.5,61,1,13,0,4017,3903,1912,558,1508
1195,2004,0,7,24.0,75.0,62,2,6,13,2122,3312,1751,2652,644
1196,1994,1,7,82.0,98.0,10,1,14,0,4287,4364,3894,2652,959
1197,1995,2,7,502.0,83.0,61,1,7,0,2487,381,4121,2652,3650
1198,1992,1,5,561.0,95.0,10,1,1,21,2357,1312,3842,1044,4675
1199,2003,4,6,640.0,24.0,37,1,2,1,4470,4652,4121,2652,592
1200,1995,1,6,4563.0,50.0,62,1,4,8,2758,3470,2458,2416,3033
1201,1927,1,8,7567.0,105.0,23,0,3,8,145,5614,37,365,53
1203,2003,1,5,493.0,360.0,30,1,0,8,293,4501,3715,125,1658
1204,2001,3,7,4746.0,210.0,62,1,7,26,2779,2038,1976,1663,3607
1205,2001,7,3,176.0,105.0,10,1,4,0,4615,1367,815,2652,4709
1206,2002,7,8,136.0,172.5,61,1,14,0,543,0,834,270,5036
1207,1991,4,7,70.0,240.0,37,2,2,0,3581,1118,4121,2652,4992
1208,2000,1,5,1933.0,118.0,30,1,7,16,1956,5218,1578,179,1913
1209,2003,0,6,19.0,140.0,62,1,6,0,2167,0,1525,579,1830
1210,2001,1,6,276.0,23.0,27,3,5,8,1430,1188,2448,1522,2220
1211,2005,3,6,11.0,106.0,61,1,2,0,2726,3553,1604,1397,4232
1212,2000,7,7,47.0,30.0,62,1,20,0,4926,0,3961,2652,5036
1213,1991,1,6,109270.0,97.0,62,2,4,6,2807,4451,930,1040,2179
1214,2002,2,9,4033.0,94.0,61,1,6,0,1104,0,4121,2652,964
1215,1992,4,7,2015.0,89.0,37,1,2,2,1506,3718,4121,2652,3141
1216,2003,4,5,40.0,99.0,62,1,4,0,2039,3243,4121,2652,447
1217,1993,1,6,1522.0,116.0,27,2,0,20,645,2634,3591,2564,2909
1218,1999,7,6,138.0,90.0,62,1,6,15,1622,5332,2485,2525,1543
1219,2003,1,7,6004.0,110.0,10,2,4,16,3034,2240,1408,420,2612
1220,1985,1,5,3225.0,112.0,61,3,0,6,3198,367,1899,2308,4015
1221,2001,1,5,1171.0,100.0,30,1,7,20,4700,2932,3482,179,4149
1222,2002,1,6,2215.0,51.0,35,4,3,8,1482,2513,1189,80,1436
1223,2003,1,7,539.0,120.0,10,1,8,10,2323,4187,984,2551,5036
1224,2000,4,7,282.0,94.0,37,0,2,5,1422,2253,4121,2652,4998
1225,1968,1,6,1460.0,102.0,62,1,4,0,4034,5143,1650,1467,482
1226,1979,7,6,36.0,141.0,62,0,6,15,2386,5185,2294,2652,5036
1227,2003,1,4,79713.0,100.0,62,1,1,5,3303,161,385,577,1197
1228,2003,4,4,121.0,64.0,37,1,2,5,3897,5745,4121,2652,5000
1229,2003,7,4,651.0,84.0,62,1,7,10,3146,1636,2151,2451,3933
1230,2001,4,7,1105.0,96.0,37,1,2,1,4370,827,4121,2652,3260
1231,2005,7,7,32.0,108.0,62,1,14,0,2380,628,1112,2652,5036
1232,1975,1,8,1456.0,120.0,30,1,7,20,4411,4925,1396,2021,2548
1233,1957,1,7,10275.0,83.0,61,1,13,21,3655,2079,3784,1071,2215
1234,2003,1,7,15.0,86.0,23,3,6,0,4926,0,2528,1640,3115
1235,1974,3,7,36.0,59.0,62,1,12,15,2380,5338,2827,1302,1120
1236,1999,1,5,617.0,81.0,10,1,7,9,1108,576,2822,2290,1907
1237,1999,1,6,18806.0,60.0,62,1,1,5,1088,5190,3831,1093,2155
1238,2005,0,7,21.0,30.0,62,1,6,18,1109,1862,2670,1248,3257
1239,2000,3,4,2107.0,89.0,62,1,0,25,907,1488,1125,428,496
1240,1998,0,7,35.0,89.0,67,0,1,5,1662,1718,190,2652,3117
1241,1990,7,8,2267.0,96.0,61,1,6,15,678,5331,10,2652,4080
1242,1985,1,7,2493.0,30.0,62,1,6,4,4042,1340,3414,2652,4131
1243,1983,7,7,768.0,98.0,61,1,20,15,4543,5201,2361,2431,2895
1244,2001,4,7,1047.0,87.0,62,1,1,12,243,2083,4121,2652,2176
1245,2002,0,7,759.0,31.0,61,1,5,8,2350,1171,3477,1193,782
1246,1989,1,8,1609.0,83.0,61,1,6,15,254,1271,846,2652,5036
1247,2005,7,6,84.0,113.0,62,1,6,0,2307,0,3580,192,2901
1248,2001,3,6,1174.0,56.0,4,1,4,10,894,5409,2934,423,3796
1251,1988,1,7,4315.0,75.0,23,2,7,20,1917,1780,699,1661,851
1252,2001,7,7,21.0,88.0,62,1,6,0,2732,2628,2364,2652,5036
1253,1977,1,4,268.0,111.0,4,1,4,0,3883,1082,716,1321,4129
1254,2003,1,6,777.0,108.5,42,1,0,2,1644,4508,3696,1424,3949
1255,1999,3,7,7.0,106.0,62,1,6,0,4050,0,521,1498,3172
1257,1994,1,7,4762.0,47.0,23,1,5,8,1412,1780,699,1661,813
1258,2004,1,6,3816.0,117.0,1,1,7,0,3172,804,2377,135,2482
1259,1965,1,7,16126.0,157.0,61,2,7,25,3849,1037,2531,2300,2398
1261,2000,3,5,1322.0,90.0,61,2,0,8,1344,227,459,58,533
1262,2001,3,6,546.0,76.0,10,1,7,0,1996,4704,2728,594,673
1263,1999,1,7,2451.0,112.0,45,1,4,8,4102,313,1187,269,1328
1264,2003,7,4,84.0,98.0,62,1,4,0,42,0,3660,2652,5036
1265,1998,1,7,378.0,175.0,62,1,6,5,2134,0,2148,2652,2104
1266,2002,1,6,600.0,78.0,27,0,4,6,3336,1188,1840,2652,2244
1267,1995,1,6,28332.0,87.0,62,1,4,8,874,51,2325,448,1838
1268,2004,7,8,26.0,54.0,62,1,14,0,590,2558,2290,2652,5036
1269,1999,1,6,3087.0,135.0,10,3,4,8,3356,1809,1758,96,2149
1270,1972,1,8,1573.0,93.0,30,2,7,0,4140,2421,1396,1571,1657
1271,2000,3,5,554.0,91.0,62,1,7,5,1966,3327,265,1337,1289
1272,1997,1,6,3274.0,114.0,55,1,4,8,864,1602,3088,2652,2500
1273,2003,6,7,54.0,98.0,37,1,0,10,2072,4453,4121,2652,4345
1274,1992,1,8,1588.0,96.0,61,1,6,15,1561,4456,888,2652,5036
1275,1994,1,6,4786.0,89.0,37,1,2,1,3086,5269,4090,2280,92
1276,1980,1,7,13468.0,114.0,23,3,7,20,756,2021,1209,858,1462
1277,2004,1,7,4471.0,100.0,62,1,6,13,2131,4253,3603,2069,4398
1278,2004,7,8,121.0,98.0,62,1,14,0,4147,5590,467,2652,5036
1279,1998,7,7,61.0,300.0,10,1,14,0,2899,781,4121,2652,5036
1280,1990,3,5,403.0,99.0,62,1,7,20,1962,4360,2054,1309,938
1281,1998,1,7,20181.0,87.0,33,1,5,8,935,4132,2733,2287,3632
1282,2000,1,4,943.0,92.0,27,2,0,21,1336,5163,331,1967,2716
1283,1994,1,5,66523.0,120.0,62,2,4,9,2911,2695,1009,64,3456
1284,2001,1,6,970.0,60.0,30,1,7,17,1245,3357,3958,489,2960
1285,2001,7,6,58.0,124.0,62,1,6,0,4926,0,4121,2652,623
1286,2004,1,6,964.0,90.0,7,1,23,8,1494,4505,2449,917,3018
1287,1992,3,4,847.0,22.0,62,1,0,5,4099,1230,577,568,2055
1288,2001,1,4,1129.0,55.0,61,1,0,8,892,3077,1903,824,4489
1289,1975,1,6,1956.0,94.0,23,1,5,25,4016,4735,699,2008,3908
1290,1996,4,7,66554.0,77.0,62,1,4,0,3795,4264,4121,2652,3846
1291,2000,3,5,1654.0,60.0,62,1,0,6,4609,5153,1410,1474,4738
1292,1994,1,7,3304.0,97.0,30,2,0,8,293,2291,3956,2021,4224
1293,2003,7,6,184.0,54.0,62,1,6,22,4324,1530,2365,2652,2902
1294,2001,7,8,21.0,95.0,62,1,26,0,2808,0,172,2098,5036
1295,1965,1,6,3188.0,110.0,61,1,4,0,3913,4510,3207,1230,694
1296,1963,1,7,1275.0,125.0,54,1,8,10,3505,5288,112,183,2858
1297,2004,1,5,3918.0,30.0,62,1,6,0,3297,4362,2711,2652,3291
1298,1999,1,6,96944.0,100.0,61,1,13,21,2153,2831,845,1008,979
1299,1994,1,8,25496.0,160.0,62,1,6,8,4836,407,3661,229,4467
1300,2000,0,8,118.0,134.0,62,1,6,4,2563,2982,4121,1961,3337
1301,1998,1,4,1545.0,116.0,61,1,13,0,1359,997,1625,2105,1964
1302,2003,1,4,79713.0,98.0,62,1,1,5,3303,161,385,577,1197
1303,1996,3,7,324.0,199.0,37,1,0,3,122,5744,2171,2406,4767
1304,2002,1,7,1535.0,300.0,37,1,18,8,3340,4054,2138,2410,2620
1305,1991,4,7,70.0,113.0,37,2,2,0,3581,1118,4121,2652,4992
1306,1983,1,7,9247.0,100.0,23,2,5,8,865,5584,3282,2652,2861
1307,1982,1,7,4055.0,163.0,35,2,7,10,3517,3538,2918,1848,3565
1308,1957,1,8,175207.0,84.0,56,2,7,10,1744,521,1551,730,1864
1309,2002,1,6,8000.0,37.0,30,1,0,5,128,5218,3958,179,218
1310,1993,1,6,28497.0,120.0,39,2,9,14,1488,4775,1395,1119,1656
1311,1958,1,6,251.0,106.0,61,1,4,0,4446,2986,743,1989,4904
1312,1996,7,6,173.0,95.0,37,1,2,6,4881,228,1497,997,2598
1313,2002,7,3,15217.0,92.5,62,1,13,25,3316,5682,2770,1868,166
1314,1988,7,5,736.0,90.0,62,1,6,0,2315,2569,417,2652,519
1315,2004,1,5,8323.0,158.0,37,2,2,1,1730,4984,657,696,3166
1316,1977,0,8,510.0,92.0,61,1,1,8,4608,3407,2913,665,4608
1317,2003,1,6,208.0,112.0,62,1,4,7,3871,3586,375,2652,4516
1318,1981,7,6,63.0,24.0,62,1,7,20,4841,4774,1206,1290,4936
1319,1994,1,8,261.0,124.0,61,1,6,15,1157,3352,2499,597,5036
1320,1951,1,6,5943.0,48.0,62,1,3,8,2016,860,1467,512,3524
1321,1989,7,7,502.0,60.0,62,1,4,15,1330,2332,209,2652,2065
1322,2002,0,7,700.0,101.0,61,1,5,8,2350,1171,3058,1193,247
1323,1992,1,7,39349.0,114.0,6,1,4,6,474,2300,3435,1139,4176
1324,1951,1,7,28423.0,134.0,62,1,13,21,2965,3070,645,627,682
1325,2003,1,6,362.0,125.0,10,1,6,0,4857,3061,3395,916,4382
1326,1997,1,6,218.0,86.0,55,1,4,8,2415,5591,2429,1350,55
1327,2000,4,6,98.0,22.0,37,2,2,1,3312,5756,4121,2652,2753
1328,2003,7,3,537.0,95.0,62,1,5,25,4673,3704,1816,2652,4279
1329,2003,1,7,66.0,104.0,62,1,6,0,514,0,3326,2652,4022
1331,2004,7,5,316.0,85.5,62,1,14,7,2697,4676,378,2652,474
1332,2000,7,6,42.0,81.0,62,1,6,0,1703,4294,637,1258,749
1334,1998,0,8,131.0,120.0,61,1,5,8,1207,5315,2547,459,782
1335,2001,1,4,325.0,132.0,10,1,7,0,3843,5212,951,2293,437
1336,2001,0,7,1295.0,43.0,67,0,2,1,4192,3180,4121,319,92
1337,2003,7,8,160.0,90.0,62,1,14,0,3918,1948,4000,2652,5036
1338,2003,1,7,74.0,87.0,62,1,6,0,4798,2800,4121,1251,5036
1339,1970,1,6,60.0,116.0,37,1,0,2,4902,5762,1490,2400,4625
1340,1971,4,8,2895.0,52.0,61,1,7,0,1705,1286,4121,2652,184
1341,2001,1,6,2770.0,109.0,23,2,7,0,675,1127,1707,2652,2083
1342,2000,1,7,1138.0,56.0,37,1,2,5,641,3105,1489,2275,2753
1343,1972,1,5,1058.0,128.0,62,1,3,8,1335,5649,1939,877,2355
1344,1990,7,7,49.0,102.0,62,1,6,0,3713,4293,3385,2652,4087
1345,1998,1,4,749.0,98.66666666666667,62,1,1,9,3668,3366,435,2598,237
1346,2001,2,6,9861.0,95.33333333333333,15,1,7,10,295,2859,4121,2652,1526
1347,1995,1,5,588.0,92.0,23,1,4,8,95,4228,3226,1264,2404
1348,2002,4,8,18669.0,117.0,37,1,2,1,4264,3673,4121,2652,2649
1349,2004,4,5,33.0,132.0,62,1,15,7,3074,176,4121,2652,5036
1350,2003,1,7,2340.0,45.0,55,1,5,8,1081,1967,2283,764,1416
1352,1992,1,7,3484.0,110.0,27,1,0,5,4350,3501,1822,2564,2220
1353,1968,4,6,1412.0,102.0,67,0,4,0,2889,1814,4121,2652,3344
1354,1990,0,8,3978.0,44.0,62,1,2,5,1028,2871,4008,97,2050
1355,2003,1,7,14741.0,80.0,35,1,5,8,110,1409,1237,748,3462
1356,1989,1,5,1625.0,30.0,61,1,13,25,4035,2407,2733,1288,3324
1357,2002,7,7,10.0,88.0,62,1,6,0,4926,0,317,2652,5036
1358,1999,1,8,70.0,117.0,62,1,14,0,1453,5485,3405,2652,4604
1359,1971,1,7,1334.0,178.5,62,1,6,23,1082,3608,465,635,5036
1360,2004,1,6,20272.0,240.0,23,3,0,6,2104,530,2893,786,2920
1361,2003,1,4,103.0,92.0,27,1,7,0,1329,1113,975,2652,5036
1362,1948,1,6,1159.0,90.0,62,1,1,8,3911,1945,587,1605,1739
1363,1999,2,6,258.0,85.0,37,1,2,2,2719,5475,4121,2652,3193
1364,2005,7,6,49.0,50.0,62,1,2,0,4150,1317,2519,2652,3731
1365,1992,1,7,2819.0,60.0,61,1,6,6,107,4123,2828,538,3475
1366,2001,2,7,169.0,89.0,62,1,6,13,4282,0,4121,2652,2939
1368,1988,1,4,884.0,180.0,62,1,7,0,3573,4435,157,734,4141
1369,1995,1,4,984.0,89.0,43,1,7,0,1372,604,2355,2652,2889
1370,1982,1,8,15.0,71.0,62,1,14,0,4071,4499,1655,2652,5036
1371,2000,1,6,494.0,141.0,62,1,6,0,2464,2368,3945,109,4799
1372,1968,1,5,33788.0,88.0,23,2,1,5,2054,2713,3378,277,2077
1373,1994,1,4,264.0,142.0,62,1,16,25,2849,2900,3503,429,937
1374,1988,3,5,441.0,133.0,62,1,4,0,1961,682,2909,1614,4891
1375,1990,1,5,23862.0,75.0,62,1,4,8,4625,5183,1104,1085,849
1376,2004,4,6,432.0,74.0,62,2,2,5,3147,5271,4121,2652,4325
1377,1993,7,7,308.0,97.0,62,1,2,5,1511,3839,2626,1096,5036
1378,1995,1,7,224.0,85.0,37,2,2,2,651,3344,7,1811,1789
1379,1987,1,5,8959.0,95.0,65,1,13,0,481,496,2090,984,2531
1380,1997,2,8,370.0,89.0,62,1,12,26,2051,4376,4121,2652,4118
1381,2001,1,7,47176.0,92.5,30,2,7,16,223,2421,2105,210,2558
1382,1987,1,7,5912.0,96.0,61,1,3,8,1600,194,3626,2312,2335
1384,1997,3,8,1178.0,96.0,62,1,6,2,2341,5152,2153,2652,2634
1385,1955,1,8,32459.0,151.0,23,3,5,8,2106,796,2059,857,362
1386,1943,1,7,7263.0,88.0,35,1,5,8,914,3701,2374,885,2923
1387,1999,0,7,139.0,121.0,67,0,2,1,4620,847,731,2437,871
1388,1995,1,4,8877.0,108.5,52,1,13,17,3943,5299,3849,215,4691
1389,2002,4,6,191.0,96.0,62,1,4,0,4234,2255,4121,2652,790
1390,1981,1,6,1486.0,110.0,30,1,0,8,223,418,3847,2021,1861
1391,1998,1,5,3228.0,99.0,37,1,7,10,2717,3973,2088,1466,2529
1392,1978,4,6,147.0,92.0,62,1,7,9,592,5562,4121,2652,556
1393,2001,1,4,3149.0,84.0,62,1,5,8,1256,654,647,1146,761
1394,1971,1,5,4488.0,95.0,65,1,7,14,4309,1362,1780,1180,2172
1395,1968,1,7,6876.0,24.0,37,1,7,14,2658,4173,2101,990,2552
1396,2003,1,7,48512.0,107.0,37,1,0,5,4473,5260,3756,1391,4575
1397,1980,1,2,1247.0,98.5,27,1,6,23,666,1794,2581,1399,4103
1398,2004,1,5,6765.0,90.0,23,4,7,20,1917,3403,654,2652,1575
1399,1958,1,7,607.0,90.0,25,1,7,0,1387,429,2629,1581,3225
1400,2000,1,6,1729.0,68.0,23,1,3,6,1039,3569,332,2652,4292
1401,1959,4,9,75772.0,91.0,62,0,7,10,3993,4690,4121,2652,4066
1402,2003,3,7,944.0,155.0,61,1,7,13,194,5383,3047,2517,1257
1403,1979,1,8,381192.0,95.0,61,2,4,0,1714,2657,3793,841,1625
1404,2004,7,4,1894.0,89.0,10,1,23,0,916,749,1575,417,2362
1405,1964,1,8,8858.0,94.5,14,2,7,0,4205,4885,2746,361,1329
1406,2000,1,6,14985.0,100.0,61,7,7,15,874,4193,3441,1882,4196
1407,1945,1,6,1116.0,116.0,62,1,7,17,4280,3511,3075,2652,1554
1408,1987,1,7,153867.0,90.0,62,2,4,14,659,4930,3451,1343,4206
1409,2004,6,7,13.0,96.0,61,1,21,0,948,0,4121,1695,5036
1410,1981,1,6,5486.0,113.0,62,1,7,16,4382,532,1477,2027,1101
1411,2005,3,3,629.0,97.0,62,1,0,2,1037,1285,3628,2652,701
1412,1986,1,7,8115.0,185.0,10,2,4,8,1255,1462,962,789,1102
1413,1994,7,5,412.0,40.0,62,1,0,0,1272,1352,1738,596,3958
1414,2000,7,7,25404.0,96.0,62,1,2,1,4826,3082,736,1444,498
1415,2002,3,3,2986.0,360.0,62,1,13,21,255,5283,2269,2649,788
1416,1984,1,6,257.0,75.0,62,1,6,0,1054,1069,2214,254,2699
1417,2000,1,3,366.0,96.0,62,1,0,6,4307,1215,2679,2482,3259
1418,2005,3,8,349.0,118.0,62,1,2,1,2561,3344,180,305,3062
1419,1957,4,7,7301.0,40.0,62,1,4,9,423,2527,4121,2652,2239
1420,1998,7,3,548.0,99.0,62,1,0,25,4067,4695,2487,196,997
1421,1993,1,6,3472.0,85.0,27,1,0,10,645,3296,3408,2106,2617
1422,1994,1,5,516.0,144.0,27,1,0,10,645,3501,215,2652,2909
1423,2003,7,4,872.0,125.0,62,1,1,5,1442,2857,1974,2652,2357
1424,1951,4,5,12.0,60.0,62,1,0,2,1324,1630,4121,2652,1529
1425,2002,1,6,1128.0,56.0,27,2,4,10,4123,940,1973,341,2537
1426,1996,7,8,787.0,82.0,62,1,6,5,1633,4064,3353,2652,1555
1427,2005,7,8,121.0,110.0,62,1,6,22,938,1631,4121,2652,5036
1428,2000,3,7,8646.0,56.0,62,1,6,6,1019,3801,1830,1680,5036
1429,1931,1,7,20213.0,85.0,62,1,5,8,1997,2428,4021,2652,2736
1430,2002,2,6,5901.0,90.0,61,1,1,9,1149,3000,4121,2652,1994
1431,1985,7,8,35.0,107.0,62,1,6,15,1729,1404,13,2652,5036
1433,1988,1,5,5016.0,97.0,62,1,4,14,4357,2565,3298,2437,3864
1434,2001,1,6,52.0,114.0,62,1,6,15,2509,2483,2622,1688,3216
1435,1999,7,4,13.0,101.0,62,1,26,0,4442,0,4121,2652,5036
1436,2004,7,3,470.0,121.0,10,1,0,2,257,75,2508,1064,2372
1437,2003,1,6,44086.0,88.0,23,2,5,8,805,3420,1208,1996,1461
1438,2003,1,8,470.0,94.0,62,1,6,13,1334,491,3243,2652,3937
1440,1994,1,7,37149.0,24.5,4,1,4,8,4316,4815,2911,1957,3551
1441,1988,1,6,3144.0,5.0,62,1,7,20,2200,1363,3770,1085,1443
1442,1984,0,7,388.0,101.0,61,1,1,8,3656,2381,2584,2652,1349
1443,2002,1,6,59872.0,96.0,62,1,4,8,133,524,191,367,245
1444,1987,1,7,13079.0,60.0,61,1,3,8,2432,5621,3183,851,2279
1445,1993,7,7,421.0,92.0,62,1,6,15,2297,1145,4121,2652,904
1446,1967,1,6,849.0,87.0,62,1,1,9,4021,700,4050,787,1937
1447,2003,3,6,2049.0,94.0,62,1,0,4,88,762,2937,662,1206
1448,1994,0,8,193.0,129.0,61,1,5,8,1207,4983,1368,459,4155
1449,2003,1,4,1405.0,30.0,27,1,13,1,2619,3880,4003,1054,1710
1450,2001,3,6,808.0,60.0,62,1,7,0,2489,3054,40,1572,2705
1451,1972,1,9,1702698.0,103.0,62,3,5,8,3049,131,1184,1861,3041
1452,2004,1,7,808.0,33.0,62,1,6,0,3102,1170,940,2096,5036
1453,2000,1,6,1844.0,20.0,10,2,4,0,1478,1438,1249,1226,1509
1454,2000,1,4,330.0,180.0,62,1,0,6,416,601,3683,2652,4484
1455,1991,4,7,8535.0,94.0,62,1,4,9,3169,2411,4121,2652,3360
1456,1994,1,7,14965.0,48.0,50,2,7,13,3501,4158,2852,684,3491
1457,1989,1,6,1383.0,123.0,10,1,7,20,3231,404,281,1805,356
1458,1970,1,6,5664.0,126.0,61,2,7,10,893,1857,3053,1071,304
1459,2001,4,3,859.0,22.0,4,1,11,19,3211,5107,4121,2652,4099
1460,1996,1,6,13153.0,59.0,62,1,0,6,4609,4517,3323,814,4138
1461,1989,1,6,5370.0,98.0,62,1,0,6,1202,2335,524,167,137
1462,1991,7,7,183.0,92.0,62,1,6,15,2387,1839,1717,2652,5036
1463,1957,1,6,1518.0,30.0,37,2,0,9,2626,5738,1565,43,4574
1464,1986,1,5,1477.0,101.0,35,1,7,20,3069,1713,2444,356,3014
1465,1999,3,7,179.0,95.0,62,1,0,7,1313,1152,627,2652,5036
1466,1991,7,8,347.0,260.0,61,1,6,15,1589,273,888,2652,5036
1467,2002,2,7,73.0,68.0,62,1,6,0,548,2090,4121,2652,1258
1468,1997,1,6,108.0,90.0,62,1,2,5,2159,0,3995,2652,4863
1469,1997,1,6,1615.0,94.0,61,1,4,8,3514,4468,3927,2341,1699
1470,1989,1,6,4596.0,92.0,61,1,4,20,2135,1608,2602,1958,3890
1471,2004,3,3,1155.0,90.0,10,1,1,5,728,1181,1599,1724,1935
1472,2004,7,7,135.0,101.0,62,2,14,0,3917,915,596,2652,704
1473,1997,1,6,112225.0,24.0,62,2,0,6,672,4592,2631,367,2661
1474,2000,7,3,6894.0,79.0,62,1,0,5,4802,2209,3274,1837,3077
1475,2003,4,6,282.0,95.0,37,2,2,1,2887,296,4121,2652,4975
1476,2001,1,8,3471.0,84.0,62,1,6,5,1633,0,3353,2652,1555
1477,1984,1,7,54.0,31.0,61,1,6,15,132,5684,3326,2652,4022
1478,2003,0,8,11.0,115.0,67,0,6,0,3855,92,4121,1486,1296
1479,1998,2,5,100.0,88.0,37,1,2,1,2496,3971,4121,2652,5017
1480,1991,0,8,708.0,90.0,62,1,4,21,4671,2624,1803,2652,2254
1481,1984,0,8,290.0,32.0,62,1,1,5,1379,5547,3042,1961,1944
1482,1946,1,6,484.0,135.0,61,1,5,8,1427,1480,2289,1784,3666
1483,2002,7,3,51.0,87.0,62,1,4,0,8,4023,947,1806,1087
1484,2000,4,6,86.0,131.0,37,1,2,1,2198,2504,4121,2652,4241
1485,2000,7,5,19.0,9.0,62,1,8,22,2565,0,742,2652,5036
1486,1991,3,5,562.0,54.5,62,1,5,8,1799,866,2048,814,4939
1487,2002,1,7,41726.0,100.0,42,2,7,9,2598,4508,2851,1530,3490
1488,1948,1,7,4797.0,77.0,35,2,7,0,349,1933,2374,2601,318
1489,1993,1,7,5300.0,126.0,37,2,7,0,4495,2155,68,2268,1880
1491,2001,1,6,1080.0,100.0,7,1,4,20,3380,817,3464,1354,3191
1492,1973,4,7,83.0,113.0,62,1,2,5,2399,2173,4121,2652,453
1493,1986,2,7,3002.0,126.0,35,2,0,4,1347,4698,4121,2652,4898
1494,2002,1,7,392196.0,78.0,61,2,7,14,170,598,806,1280,157
1495,2000,3,4,588.0,103.0,10,1,7,25,3140,3156,3738,711,2692
1496,1916,1,7,14949.0,95.0,62,2,7,13,2825,3464,750,349,1766
1497,1972,1,7,7659.0,99.0,37,1,0,2,4629,1802,2172,692,2615
1499,2001,3,7,5264.0,127.0,62,1,3,8,2009,3884,2509,1255,1882
1500,1999,1,7,8592.0,100.0,12,1,7,0,3329,2191,4084,213,4960
1501,2002,3,6,286.0,44.0,10,1,7,0,2433,659,1139,1899,2815
1502,1989,0,6,81.0,78.0,62,1,6,4,2301,3816,3245,2652,5036
1503,2004,1,5,521.0,84.0,10,1,4,8,2558,3846,364,1645,463
1504,1956,1,7,493.0,60.0,30,1,4,16,3396,4485,167,1067,76
1505,1974,1,7,1846.0,36.0,23,3,6,0,1891,1727,301,1029,387
1506,1982,1,7,4302.0,86.0,23,1,3,6,1754,4090,797,1744,2076
1508,1996,1,7,1656.0,84.0,58,2,5,8,2208,3167,1518,878,38
1509,2005,1,6,52.0,98.0,37,1,2,1,4892,3123,2170,2652,3527
1510,2001,7,8,285.0,85.0,62,1,14,0,524,5498,2263,2652,5036
1511,1997,0,7,1965.0,75.0,61,3,0,2,4184,12,3861,636,425
1512,1985,1,8,17372.0,88.5,37,1,4,0,4693,4172,2092,1449,2533
1513,2002,1,5,732.0,102.0,47,3,7,20,3719,1205,1769,2652,2161
1514,2001,1,8,692845.0,73.0,37,2,2,2,4059,4013,1454,1211,1730
1515,1996,1,4,358.0,51.0,10,1,0,6,2733,5014,2958,1945,3875
1516,1996,0,8,650.0,75.0,10,1,8,10,2378,236,4032,292,3796
1517,1995,1,6,5571.0,78.0,50,2,5,14,2999,1710,243,2581,310
1518,2000,1,6,1391.0,115.0,59,2,4,8,2186,4866,4087,2652,4827
1519,1990,1,5,1260.0,99.0,4,1,4,0,809,1606,2653,1959,1630
1520,1997,1,8,122.0,101.0,61,1,6,15,373,2574,2060,2652,5036
1521,1967,1,6,6545.0,60.0,62,1,4,14,2865,813,1593,2170,1932
1522,2000,7,4,195.0,360.0,62,1,20,9,550,5009,3672,1687,3455
1523,1965,1,6,732.0,115.0,62,2,7,20,4232,1719,1642,2227,4163
1524,1999,3,7,5846.0,87.5,62,1,2,21,4826,3082,736,2652,109
1525,2003,0,6,134.0,60.0,62,1,2,9,2492,4934,4121,2652,17
1526,1997,1,6,278.0,60.0,62,1,6,13,3798,4780,3536,1632,5036
1527,1998,1,6,80.0,110.0,46,2,4,0,2873,1639,1853,610,3868
1528,1973,1,5,5703.0,90.0,61,2,13,0,893,4372,82,1235,1148
1529,1959,4,9,75772.0,104.0,62,0,7,10,3993,4690,4121,2652,4066
1530,1981,1,7,61113.0,93.0,61,1,1,5,2305,4978,3791,1763,3270
1531,2003,3,6,352.0,90.0,62,1,6,0,2357,1551,4121,2081,3797
1532,1992,1,7,3181.0,97.0,4,1,1,8,2085,4681,3969,806,2912
1533,1988,0,7,621.0,60.0,62,3,6,4,2663,2727,3341,2129,5036
1534,2002,1,6,27.0,90.0,37,1,2,21,3902,4762,2865,2640,3363
1535,1994,1,7,44490.0,106.0,27,1,0,5,1953,3431,602,2564,1266
1536,2000,0,7,77.0,100.0,67,0,6,4,4926,0,4121,2652,5036
1538,1986,1,6,9887.0,90.0,35,2,13,0,1118,4056,2260,2284,945
1539,2002,1,7,35941.0,105.0,61,1,3,5,4375,2730,2713,2652,1439
1540,2002,7,8,1253.0,140.0,33,1,6,15,585,5335,1429,287,5036
